StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,CONSENT,COMP1.1,COMP1.2,Q74,Q41,Q61,Q47,Q51,Q57,Q60,TRUST_FINDING_1,TRUST_AUTHOR_1,TRUST_FINDING_2,TRUST_AUTHOR_2,TRUST_FINDING_3,TRUST_AUTHOR_3,COMP2.1,COMP2.2,Q75,Q43,Q63,Q46,Q50,Q56,Q59,COMP3.1,COMP3.2,Q76,Q42,Q64,Q44,Q49,Q55,Q58,Q66,Q65,Q67,Q68,condition,counter,firstArticle,secondArticle,thirdArticle,CreationTime
2024-11-25 16:05:21,2024-11-25 16:32:48,100,1646,True,2024-11-25 16:32:48,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,30,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:05:37,2024-11-25 16:33:03,100,1645,True,2024-11-25 16:33:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Female,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:05:39,2024-11-25 16:13:24,100,464,True,2024-11-25 16:13:24,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:05:45,2024-11-25 16:28:08,100,1342,True,2024-11-25 16:28:08,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,25,Female,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:13,2024-11-25 17:19:41,100,4407,True,2024-11-25 17:19:41,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,30,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:23,2024-11-25 16:27:01,100,1238,True,2024-11-25 16:27:02,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,30,Female,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:27,2024-11-25 16:09:18,100,171,True,2024-11-25 16:09:19,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,29,Male,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:40,2024-11-25 17:44:38,100,5877,True,2024-11-25 17:44:38,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:40,2024-11-25 16:26:43,100,1202,True,2024-11-25 16:26:43,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:45,2024-11-25 16:09:52,100,186,True,2024-11-25 16:09:52,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,1997,Female,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:54,2024-11-25 16:26:03,100,1149,True,2024-11-25 16:26:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Neutral,Agree,Agree,Neutral,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:06:56,2024-11-25 16:13:21,100,385,True,2024-11-25 16:13:22,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,1994,Female,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:07:10,2024-11-25 16:09:31,100,140,True,2024-11-25 16:09:32,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:07:12,2024-11-25 16:11:19,100,247,True,2024-11-25 16:11:19,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,42,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:07:17,2024-11-25 16:19:11,99,713,False,2024-12-02 16:19:12,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:30,2024-11-25 16:16:59,100,508,True,2024-11-25 16:16:59,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Somewhat agree,Agree,Neutral,Agree,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:36,2024-11-25 16:39:59,100,1883,True,2024-11-25 16:39:59,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:36,2024-11-25 16:27:50,100,1153,True,2024-11-25 16:27:50,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Neutral,Neutral,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,28,Male,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:45,2024-11-25 16:14:08,100,323,True,2024-11-25 16:14:08,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:47,2024-11-25 16:13:19,100,272,True,2024-11-25 16:13:20,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:51,2024-11-25 16:13:28,100,276,True,2024-11-25 16:13:28,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:08:59,2024-11-25 16:24:32,100,933,True,2024-11-25 16:24:33,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Somewhat agree,Somewhat disagree,Neutral,Disagree,Somewhat disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,35,Female,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:09:00,2024-11-25 16:11:07,100,126,True,2024-11-25 16:11:08,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,25,Female,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:09:18,2024-11-25 16:28:19,100,1141,True,2024-11-25 16:28:20,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 16:09:21,2024-11-25 17:24:52,100,4531,True,2024-11-25 17:24:53,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
